Date,Car_ID,Company,Model,Driver_Name,Driving_Style,Driving_Mode,Speed_kmph,Distance_km,Battery_Capacity_kWh,Battery_Pct_Used,Harsh_Events,Location,City,Exact_Maintenance_Cost_INR,Est_Full_Range_km,Battery_Remaining_Percent,Fleet_Status,Month,Month_Num,Charging_Cost_INR,Car_Max_Range_km,Car_Weight_kg,Seating_Capacity,Motor_Power_kW,Torque_Nm,Actual_Remaining_Range_km,Total_Odometer_km,Trip_Duration_Minutes,Minutes_Elapsed,Trip_Status,Expected_Fare,Recognized_Revenue
2025-01-21,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,City,140.0,14.0,54.4,6.31,0,"Mansarovar, Jaipur",Jaipur,3256.71,221.87,93.69,Running,Jan,1,18.74,505.6,2022.0,5,161.8,353.9,246.9,1110.8,90,68,In Transit,194.0,0.0
2025-01-22,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,71.1,29.75,54.4,10.1,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,294.55,89.9,Running,Jan,1,16.76,505.6,2022.0,5,161.8,353.9,334.6,1140.5,150,38,In Transit,411.34,0.0
2025-01-22,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,124.8,29.46,54.4,15.24,2,"Jagatpura, Jaipur",Jaipur,3256.71,193.31,84.76,Under Maintenance,Jan,1,31.3,505.6,2022.0,5,161.8,353.9,214.1,1170.0,90,90,Completed,283.07,283.07
2025-01-22,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,63.4,49.15,54.4,16.08,3,"Jagatpura, Jaipur",Jaipur,3256.71,305.66,83.92,Running,Jan,1,36.73,505.6,2022.0,5,161.8,353.9,268.4,1219.1,60,30,In Transit,538.67,0.0
2025-01-22,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,91.5,62.31,54.4,28.17,0,"Mansarovar, Jaipur",Jaipur,3256.71,221.19,71.83,Running,Jan,1,32.52,505.6,2022.0,5,161.8,353.9,233.2,1281.4,60,30,In Transit,566.58,0.0
2025-01-22,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,83.5,32.16,54.4,11.56,3,"Malviya Nagar, Jaipur",Jaipur,3256.71,278.2,88.44,Running,Jan,1,34.36,505.6,2022.0,5,161.8,353.9,259.8,1313.6,30,22,In Transit,406.14,0.0
2025-01-24,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,100.9,32.59,54.4,15.33,1,"Vaishali Nagar, Jaipur",Jaipur,3256.71,212.59,84.67,Running,Jan,1,21.35,505.6,2022.0,5,161.8,353.9,254.0,1346.2,120,60,In Transit,395.38,0.0
2025-01-24,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,88.9,61.25,54.4,22.55,4,"C-Scheme, Jaipur",Jaipur,3256.71,271.62,77.45,Running,Jan,1,28.49,505.6,2022.0,5,161.8,353.9,231.0,1407.4,60,15,In Transit,846.77,0.0
2025-01-25,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,65.2,8.47,54.4,2.8,0,"C-Scheme, Jaipur",Jaipur,3256.71,302.5,97.2,Running,Jan,1,2.39,505.6,2022.0,5,161.8,353.9,360.6,1415.9,60,15,In Transit,90.05,0.0
2025-01-27,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,83.7,27.44,54.4,9.87,1,"Mansarovar, Jaipur",Jaipur,3256.71,278.01,90.13,Running,Jan,1,60.47,505.6,2022.0,5,161.8,353.9,300.7,1443.3,90,90,Completed,350.0,350.0
2025-01-29,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,127.1,117.55,54.4,61.32,6,"Jagatpura, Jaipur",Jaipur,3256.71,191.7,38.68,Running,Jan,1,39.96,505.6,2022.0,5,161.8,353.9,84.1,1560.9,90,22,In Transit,1203.4,0.0
2025-01-30,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,55.5,10.18,54.4,3.27,0,"C-Scheme, Jaipur",Jaipur,3256.71,311.31,96.73,Running,Jan,1,11.61,505.6,2022.0,5,161.8,353.9,384.4,1571.1,60,45,In Transit,92.65,0.0
2025-01-31,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,52.7,25.05,54.4,8.06,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,310.79,91.94,Running,Jan,1,11.17,505.6,2022.0,5,161.8,353.9,397.8,1596.1,30,8,In Transit,234.93,0.0
2025-02-04,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,59.0,28.26,54.4,9.09,0,"C-Scheme, Jaipur",Jaipur,3256.71,310.89,90.91,Running,Feb,2,57.99,505.6,2022.0,5,161.8,353.9,302.2,1624.4,90,90,Completed,376.03,376.03
2025-02-04,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,73.4,12.12,54.4,4.16,0,"Jagatpura, Jaipur",Jaipur,3256.71,291.35,95.84,Running,Feb,2,25.44,505.6,2022.0,5,161.8,353.9,384.3,1636.5,60,60,Completed,147.82,147.82
2025-02-06,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,69.9,70.9,54.4,29.07,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,243.89,70.93,Charging,Feb,2,43.15,505.6,2022.0,5,161.8,353.9,245.4,1707.4,120,60,In Transit,778.7,0.0
2025-02-06,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,99.8,96.38,54.4,37.17,4,"Vaishali Nagar, Jaipur",Jaipur,3256.71,259.3,62.83,Idle,Feb,2,168.08,505.6,2022.0,5,161.8,353.9,161.0,1803.8,90,68,In Transit,1336.86,0.0
2025-02-06,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,101.4,117.63,54.4,55.46,0,"Vaishali Nagar, Jaipur",Jaipur,3256.71,212.1,44.54,Running,Feb,2,35.01,505.6,2022.0,5,161.8,353.9,131.5,1921.4,60,15,In Transit,1150.76,0.0
2025-02-06,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,76.6,73.78,54.4,25.7,0,"Jagatpura, Jaipur",Jaipur,3256.71,287.08,74.3,Running,Feb,2,98.96,505.6,2022.0,5,161.8,353.9,279.0,1995.2,150,150,Completed,718.09,718.09
2025-02-08,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,City,115.9,57.91,54.4,23.84,0,"C-Scheme, Jaipur",Jaipur,3256.71,242.91,76.16,Running,Feb,2,23.16,505.6,2022.0,5,161.8,353.9,245.1,2053.1,90,22,In Transit,624.35,0.0
2025-02-10,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,76.2,36.91,54.4,12.84,0,"Jagatpura, Jaipur",Jaipur,3256.71,287.46,87.16,Running,Feb,2,83.95,505.6,2022.0,5,161.8,353.9,313.0,2090.0,150,150,Completed,487.3,487.3
2025-02-12,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,66.0,57.02,54.4,18.89,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,301.85,81.11,Running,Feb,2,59.9,505.6,2022.0,5,161.8,353.9,309.8,2147.0,90,45,In Transit,692.96,0.0
2025-02-13,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,86.7,34.32,54.4,12.51,7,"C-Scheme, Jaipur",Jaipur,3256.71,274.34,87.49,Running,Feb,2,38.8,505.6,2022.0,5,161.8,353.9,229.0,2181.3,90,90,Completed,361.41,361.41
2025-02-16,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,62.7,24.94,54.4,8.13,3,"Vaishali Nagar, Jaipur",Jaipur,3256.71,306.77,91.87,Running,Feb,2,22.42,505.6,2022.0,5,161.8,353.9,295.9,2206.3,180,90,In Transit,347.11,0.0
2025-02-17,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,69.7,91.43,54.4,30.84,1,"Vaishali Nagar, Jaipur",Jaipur,3256.71,296.47,69.16,Running,Feb,2,107.99,505.6,2022.0,5,161.8,353.9,280.5,2297.7,180,135,In Transit,880.91,0.0
2025-02-19,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,56.2,45.62,54.4,14.68,1,"Jagatpura, Jaipur",Jaipur,3256.71,310.76,85.32,Charging,Feb,2,19.7,505.6,2022.0,5,161.8,353.9,288.8,2343.3,150,38,In Transit,497.57,0.0
2025-02-19,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,80.6,52.36,54.4,18.58,0,"Jagatpura, Jaipur",Jaipur,3256.71,281.81,81.42,Running,Feb,2,18.12,505.6,2022.0,5,161.8,353.9,307.6,2395.7,30,8,In Transit,665.4,0.0
2025-02-24,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,116.8,65.16,54.4,32.68,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,199.39,67.32,Running,Feb,2,59.83,505.6,2022.0,5,161.8,353.9,193.4,2460.8,60,30,In Transit,879.98,0.0
2025-02-24,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,79.5,94.76,54.4,40.62,0,"Vaishali Nagar, Jaipur",Jaipur,3256.71,233.28,59.38,Charging,Feb,2,143.43,505.6,2022.0,5,161.8,353.9,210.6,2555.6,30,22,In Transit,1175.8,0.0
2025-02-27,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,127.3,86.78,54.4,45.31,0,"C-Scheme, Jaipur",Jaipur,3256.71,191.53,54.69,Idle,Feb,2,62.52,505.6,2022.0,5,161.8,353.9,157.8,2642.4,30,15,In Transit,786.33,0.0
2025-02-27,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,61.9,36.02,54.4,11.7,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,307.86,88.3,Running,Feb,2,46.34,505.6,2022.0,5,161.8,353.9,404.7,2678.4,180,180,Completed,348.53,348.53
2025-03-06,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,56.6,61.3,54.4,19.72,0,"Vaishali Nagar, Jaipur",Jaipur,3256.71,310.85,80.28,Running,Mar,3,57.7,505.6,2022.0,5,161.8,353.9,281.1,2739.7,60,30,In Transit,726.65,0.0
2025-03-08,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,106.2,10.62,54.4,5.11,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,207.83,94.89,Charging,Mar,3,10.46,505.6,2022.0,5,161.8,353.9,270.6,2750.3,180,135,In Transit,96.83,0.0
2025-03-12,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,78.2,22.31,54.4,7.83,2,"Jagatpura, Jaipur",Jaipur,3256.71,284.93,92.17,Idle,Mar,3,39.23,505.6,2022.0,5,161.8,353.9,287.0,2772.6,180,180,Completed,226.75,226.75
2025-03-12,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,70.5,67.9,54.4,22.99,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,295.35,77.01,Running,Mar,3,29.66,505.6,2022.0,5,161.8,353.9,271.4,2840.5,180,45,In Transit,807.34,0.0
2025-03-13,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,76.3,58.26,54.4,20.27,0,"C-Scheme, Jaipur",Jaipur,3256.71,287.42,79.73,Running,Mar,3,21.91,505.6,2022.0,5,161.8,353.9,284.4,2898.8,120,30,In Transit,663.79,0.0
2025-03-15,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,111.6,60.89,54.4,29.92,2,"Mansarovar, Jaipur",Jaipur,3256.71,203.51,70.08,Running,Mar,3,30.06,505.6,2022.0,5,161.8,353.9,186.8,2959.7,30,8,In Transit,666.97,0.0
2025-03-15,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,90.1,76.49,54.4,34.38,0,"Mansarovar, Jaipur",Jaipur,3256.71,222.48,65.62,Running,Mar,3,62.14,505.6,2022.0,5,161.8,353.9,208.8,3036.2,30,22,In Transit,814.87,0.0
2025-03-17,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,108.7,85.92,54.4,41.73,1,"C-Scheme, Jaipur",Jaipur,3256.71,205.9,58.27,Charging,Mar,3,148.06,505.6,2022.0,5,161.8,353.9,162.3,3122.1,30,22,In Transit,1173.59,0.0
2025-03-17,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,City,113.5,11.35,54.4,4.63,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,245.14,95.37,Running,Mar,3,12.8,505.6,2022.0,5,161.8,353.9,307.5,3133.4,120,90,In Transit,109.61,0.0
2025-03-18,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,81.6,34.47,54.4,12.29,1,"Malviya Nagar, Jaipur",Jaipur,3256.71,280.47,87.71,Running,Mar,3,52.85,505.6,2022.0,5,161.8,353.9,305.4,3167.9,90,68,In Transit,399.11,0.0
2025-03-19,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,99.7,21.62,54.4,10.12,1,"C-Scheme, Jaipur",Jaipur,3256.71,213.64,89.88,Running,Mar,3,20.98,505.6,2022.0,5,161.8,353.9,254.7,3189.5,150,112,In Transit,234.06,0.0
2025-03-20,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,57.6,44.04,54.4,14.17,1,"C-Scheme, Jaipur",Jaipur,3256.71,310.8,85.83,Running,Mar,3,79.15,505.6,2022.0,5,161.8,353.9,284.7,3233.6,150,150,Completed,508.71,508.71
2025-03-20,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,77.7,23.26,54.4,8.14,1,"Jagatpura, Jaipur",Jaipur,3256.71,285.75,91.86,Running,Mar,3,23.37,505.6,2022.0,5,161.8,353.9,324.6,3256.8,120,60,In Transit,283.66,0.0
2025-03-20,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,110.5,36.26,54.4,17.74,2,"C-Scheme, Jaipur",Jaipur,3256.71,204.4,82.26,Running,Mar,3,14.4,505.6,2022.0,5,161.8,353.9,245.8,3293.1,30,8,In Transit,345.89,0.0
2025-03-20,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,59.8,5.98,54.4,1.92,0,"Vaishali Nagar, Jaipur",Jaipur,3256.71,311.46,98.08,Running,Mar,3,5.68,505.6,2022.0,5,161.8,353.9,377.6,3299.1,150,112,In Transit,65.07,0.0
2025-03-23,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,104.5,118.46,54.4,46.59,1,"Malviya Nagar, Jaipur",Jaipur,3256.71,254.26,53.41,Running,Mar,3,46.91,505.6,2022.0,5,161.8,353.9,172.6,3417.5,120,30,In Transit,1537.6,0.0
2025-03-27,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,113.3,148.09,54.4,73.26,4,"Mansarovar, Jaipur",Jaipur,3256.71,202.14,26.74,Running,Mar,3,178.28,505.6,2022.0,5,161.8,353.9,61.9,3565.6,180,135,In Transit,1635.49,0.0
2025-03-28,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,77.9,11.69,54.4,4.1,0,"Mansarovar, Jaipur",Jaipur,3256.71,285.12,95.9,Idle,Mar,3,4.71,505.6,2022.0,5,161.8,353.9,342.4,3577.3,60,15,In Transit,138.87,0.0
2025-03-29,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,52.2,60.3,54.4,19.4,2,"Jagatpura, Jaipur",Jaipur,3256.71,310.82,80.6,Charging,Mar,3,61.58,505.6,2022.0,5,161.8,353.9,260.6,3637.6,150,75,In Transit,775.51,0.0
2025-03-29,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,89.6,98.27,54.4,44.07,0,"Vaishali Nagar, Jaipur",Jaipur,3256.71,222.99,55.93,Under Maintenance,Mar,3,43.33,505.6,2022.0,5,161.8,353.9,178.2,3735.9,60,15,In Transit,1330.37,0.0
2025-03-29,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,72.7,38.65,54.4,16.06,1,"Malviya Nagar, Jaipur",Jaipur,3256.71,240.66,83.94,Running,Mar,3,18.81,505.6,2022.0,5,161.8,353.9,248.2,3774.5,30,8,In Transit,418.07,0.0
2025-03-31,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,83.0,8.3,54.4,2.98,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,278.52,97.02,Charging,Mar,3,8.4,505.6,2022.0,5,161.8,353.9,358.9,3782.8,150,112,In Transit,83.65,0.0
2025-03-31,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,84.2,87.57,54.4,31.58,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,277.3,68.42,Running,Mar,3,108.97,505.6,2022.0,5,161.8,353.9,270.2,3870.4,120,120,Completed,1055.88,1055.88
2025-04-01,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,88.7,150.86,54.4,67.39,1,"C-Scheme, Jaipur",Jaipur,3256.71,223.86,32.61,Running,Apr,4,183.45,505.6,2022.0,5,161.8,353.9,104.5,4021.3,90,90,Completed,1809.35,1809.35
2025-04-02,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,67.1,28.09,54.4,9.36,0,"Jagatpura, Jaipur",Jaipur,3256.71,300.11,90.64,Running,Apr,4,13.09,505.6,2022.0,5,161.8,353.9,348.0,4049.4,150,38,In Transit,340.6,0.0
2025-04-04,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,78.3,80.42,54.4,34.29,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,234.53,65.71,Running,Apr,4,151.34,505.6,2022.0,5,161.8,353.9,232.0,4129.8,150,150,Completed,1056.5,1056.5
2025-04-05,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,92.0,9.2,54.4,3.43,0,"C-Scheme, Jaipur",Jaipur,3256.71,268.22,96.57,Running,Apr,4,6.03,505.6,2022.0,5,161.8,353.9,373.8,4139.0,150,75,In Transit,84.07,0.0
2025-04-07,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,51.8,25.73,54.4,8.28,1,"Jagatpura, Jaipur",Jaipur,3256.71,310.75,91.72,Running,Apr,4,24.79,505.6,2022.0,5,161.8,353.9,327.8,4164.7,150,75,In Transit,303.78,0.0
2025-04-08,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,66.7,59.38,54.4,23.97,0,"Mansarovar, Jaipur",Jaipur,3256.71,247.73,76.03,Running,Apr,4,92.42,505.6,2022.0,5,161.8,353.9,263.4,4224.1,120,120,Completed,710.61,710.61
2025-04-09,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,110.2,130.28,54.4,63.66,0,"C-Scheme, Jaipur",Jaipur,3256.71,204.65,36.34,Running,Apr,4,269.84,505.6,2022.0,5,161.8,353.9,108.7,4354.4,120,120,Completed,1502.16,1502.16
2025-04-10,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,67.8,31.86,54.4,10.65,0,"Jagatpura, Jaipur",Jaipur,3256.71,299.15,89.35,Running,Apr,4,27.85,505.6,2022.0,5,161.8,353.9,321.5,4386.2,90,45,In Transit,317.12,0.0
2025-04-11,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,97.0,76.35,54.4,29.1,0,"Vaishali Nagar, Jaipur",Jaipur,3256.71,262.37,70.9,Idle,Apr,4,79.42,505.6,2022.0,5,161.8,353.9,246.2,4462.6,120,120,Completed,786.01,786.01
2025-04-11,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,54.3,31.24,54.4,10.05,4,"C-Scheme, Jaipur",Jaipur,3256.71,310.85,89.95,Charging,Apr,4,60.12,505.6,2022.0,5,161.8,353.9,274.1,4493.8,120,120,Completed,350.24,350.24
2025-04-13,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,87.0,50.43,54.4,22.36,5,"C-Scheme, Jaipur",Jaipur,3256.71,225.54,77.64,Running,Apr,4,58.12,505.6,2022.0,5,161.8,353.9,200.9,4544.2,30,22,In Transit,513.16,0.0
2025-04-15,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,54.7,11.28,54.4,3.63,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,310.74,96.37,Running,Apr,4,15.65,505.6,2022.0,5,161.8,353.9,381.0,4555.5,30,22,In Transit,152.26,0.0
2025-04-17,HYU-01,Hyundai,Ioniq 5,Rohit,Rash,Highway,118.8,74.34,54.4,37.58,0,"C-Scheme, Jaipur",Jaipur,3256.71,197.82,62.42,Charging,Apr,4,99.24,505.6,2022.0,5,161.8,353.9,192.5,4629.9,60,60,Completed,676.85,676.85
2025-04-17,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,105.8,10.58,54.4,5.08,0,"Malviya Nagar, Jaipur",Jaipur,3256.71,208.27,94.92,Running,Apr,4,22.25,505.6,2022.0,5,161.8,353.9,304.4,4640.4,90,90,Completed,132.97,132.97
2025-04-19,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,103.3,73.9,54.4,28.92,2,"Malviya Nagar, Jaipur",Jaipur,3256.71,255.53,71.08,Running,Apr,4,97.14,505.6,2022.0,5,161.8,353.9,220.7,4714.4,30,22,In Transit,752.26,0.0
2025-04-21,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,54.7,30.02,54.4,9.66,4,"Vaishali Nagar, Jaipur",Jaipur,3256.71,310.77,90.34,Running,Apr,4,44.59,505.6,2022.0,5,161.8,353.9,256.6,4744.4,90,68,In Transit,407.45,0.0
2025-04-21,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,City,87.9,35.92,54.4,13.17,0,"Vaishali Nagar, Jaipur",Jaipur,3256.71,272.74,86.83,Running,Apr,4,45.35,505.6,2022.0,5,161.8,353.9,305.6,4780.3,90,90,Completed,396.02,396.02
2025-04-22,HYU-01,Hyundai,Ioniq 5,Rohit,Safe,Highway,78.5,43.02,54.4,18.36,3,"Jagatpura, Jaipur",Jaipur,3256.71,234.31,81.64,Running,Apr,4,45.39,505.6,2022.0,5,161.8,353.9,238.6,4823.3,150,112,In Transit,402.08,0.0
